8.2,2
64,000,2
3,937,2
94.2,1
362.5,1
53,000,2
6,322,1
28.9,1
19.7,1
12.5,6
2.6,5
1,20,000,2
15.5,3
3,25,000,1
0.82,1
23.25,1
28.25,1
2,30,000,4
40-million,1
1,64,000,1
3.625,1
9.9,2
16.2,1
37.5,1
2.75,1
05-jun,1
12.3,1
fy09,1
42,000,1
60.45,1
60.95,1
59.85,1
eighty,1
7.75,1
50.65,1
49.7,2
22,000,4
20,00,000,1
40,00,000,1
30,00,000,1
24,000,2
19.5,1
35-40,1
twenty-seven,1
2,720,1
481-,1
2.7-million,1
1.31,1
92.4,1
104.1,1
13.65,2
4.4,2
240-8,1
feb-63,1
64.7,1
0.068472222,1
0.17,1
1.38.53,1
2-2.5,1
eighteen,2
0.1,2
11,500,1
1.294,1
1.2927,1
0.060092593,1
0.050474537,1
0.193,1
76,000,1
2,698,1
50.1,1
38.5,1
5,52,300,1
1,26,976,1
1,04,586,1
12,027,1
1,27,910,1
1,06,591,1
9.7,1
12,396,1
8,376,1
45,213,1
35,552,1
29,799,1
seventy,1
sixteen,4
100.8,1
39,000,2
218-5,1
131-5,1
mar-46,2
feb-45,1
58,000,1
sixty-eight,1
69.54,1
5.9,3
35.2,1
85.7,1
93.3,1
fy06/07,1
3.4,4
31.4,1
282-4,1
281-4,1
39-29,1
8,900,1
1,250,3
2.8,6
169.9,1
40.3,1
4,56,000,1
2,55,000,1
2.35,1
14.75,1
1.76,2
4.3,3
15.6,1
02-jan,6
5,64,000,1
3,268,1
2,40,000,1
616-5,1
5-0,1
3,800,1
65.32,1
26,956,1
8.9,3
122.8,1
seventy-five,1
6,54,000,1
2,600,2
1,125,1
1.35,1
10.2,1
79.43,1
forty-nine,1
22.5,2
57.5,1
62.1,1
1.26,1
1.64,1
07-aug,1
6.3,3
0.6,2
94.13,1
8,40,000,3
44,000,3
352-3,1
twenty-five,1
1,900,3
1,35,000,1
89.9,1
70.7,1
12.09,1
1,32,000,1
361.8,1
first,2
apr-46,1
18.5,2
9.6,2
2,25,000,1
31,000,4
2,11,000,2
1,90,000,2
4,600,1
7,620,1
2,18,000,1
1,72,000,1
2,17,000,1
9,50,000,1
99.3,1
3.55,1
104.6,1
two-point-seven,1
8.4,2
4.55,1
12.97,1
4,480,1
1.06,2
31st,1
sixty-six,1
87.5,1
38.875,1
17.9,1
107.41,1
107.25,1
thirty-six,1
1,34,503,1
60.3,1
8,50,000,1
2.08.50,1
2.07.51,1
2.11.37,1
31,500,1
88,000,1
8,100,1
8,200,1
11.9,1
64.5,1
45.2,1
84.9,1
1.55,1
422.5,1
6.44,1
387.8,1
5.63,1
70.2,1
80.5,1
52.1,1
2.29,1
5,83,000,1
1,275,1
01-feb,1
32,000,4
65.25,1
73,276,1
69,000,2
57,600,1
2,100,1
122.73,2
09-nov,1
forty-one,1
51,000,1
12,348,1
3-0,2
202.7,1
73.85,1
thirty-three,1
3,04,569,1
65.5,1
34.5,2
7-billion,1
82,000,2
`80s,1
57,000,1
32,500,1
350-58,1
71-26,1
09-feb,1
05-mar,1
15-feb,1
7/100ths,1
51.4,1
41.6,1
13,107,1
13,090,1
41.67,1
71.79,1
72.64,1
76.7,1
78.4,1
77.95,1
03-apr,2
24.5,1
thirty-two,1
0.068171296,1
0.068217593,1
0.068263889,1
0.01,1
0.068275463,1
50.05,1
3.29,1
64.35,1
203.1,1
apr-29,1
2,46,000,1
68.9,1
4,123,1
3,153,1
4,532,1
7,864,1
780.47,1
4.75,1
62.47,1
61.25,1
239-million,1
eight-thousand,1
51.8,1
3,300,1
17,500,1
98,000,1
58-to-42,1
fifty-four,1
49.8,1
63.22,1
61.3,1
63.95,1
23.7,1
241-2661,1
fifty-one,1
5,200,1
1,311,1
3,72,000,1
6,50,000,1
14,706,1
121.79,1
1.329,1
0.65,1
3.913,1
2,781,1
106.5,1
3d,1
forty-seven,1
3,17,000,1
3,70,000,1
17.7,1
85.5,1
14.2,1
16.3,1
15.1,1
34,000,1
36,000,1
8,700,1
0.051655093,1
1,82,000,1
126.2,1
4,10,000,1
4,38,000,1
23,000,3
twenty,2
1,69,000,1
87,000,1
1,630,1
1,460,1
1,950,1
4,50,000,1
6,500,1
6.8,1
9,34,000,1
4,27,000,1
66.15,1
58.8,1
17.6,1
27-nov,1
48,000,2
9.08,1
30.5,1
8,462,1
13,543,1
745.71,1
60-million,1
6,23,000,1
1,17,000,1
8,599,1
90.41,1
351-7,1
49.5,1
33,000,2
57.79,1
57.25,1
57.7,1
54.95,1
2,80,000,1
1.34,1
59.4,1
12,012,1
12,049,1
7.3,1
sixty-seven,1
105.97,1
seventy-two,1
20-25,1
92,000,1
1,247,1
36.8,1
09-aug,1
3,200,1
forty~three,1
sixty,1
4,800,1
2,900,1
5-million,1
1,157,1
4,218,1
3,348,1
4,867,1
8,577,1
729.88,1
1.66,1
70.8,1
54.15,1
57.6,1
1,675,1
114.8,1
62.3,1
60.98,1
1,59,000,1
2.98,1
58.5,1
90-81,1
99-89,1
8,17,000,1
2,70,000,1
5,50,000,1
45-thousand,1
10.8,1
5,10,000,1
6,10,000,1
10.7,1
